Permit Number,Owner Name,Operating Name,Street,City,State,Zip,Zip4,County,Latitude,Longitude
CA-W-15159,Deerfield Ranch Winery Llc,Deerfield Ranch Winery,10200 Sonoma Hwy,Kenwood,CA,95452,0,Sonoma,,
CA-W-637,Treasury Wine Estates Americas Company, ,8555 Sonoma Hwy,Kenwood,CA,95452,9026,Sonoma,,
CA-W-2548,"F. Korbel & Bros., Inc.",Kenwood Vineyards,9592 Sonoma Hwy,Kenwood,CA,95452,0,Sonoma,,
CA-W-1759,"Kunde Enterprises, Inc.",Kunde Estate Winery,9825 Sonoma Hwy,Kenwood,CA,95452,0,Sonoma,,
CA-W-16079,Henry Rosario Belmonte,Vjb Vineyards & Cellars,7277 Sonoma Hwy,Kenwood,CA,95409,6048,Sonoma,,
CA-W-2162,Overlook Vineyards Llc,Landmark Vineyards,101 Adobe Canyon Rd,Kenwood,CA,95452,9045,Sonoma,,
CA-W-17337,Jeffery Richard Yribarren,Yribarren Winery,12333 W Nielsen Ave,Kerman,CA,93630,0,Fresno,,
CA-W-1951,"Modern Development Co., Lp; G.A. Bianchi And D.J. Ransom, Gps.",Bianchi Vineyards,5806 N Modoc Ave,Kerman,CA,93630,9526,Fresno,,
CA-W-1924,Delicato Vineyards,Delicato Monterey,51955 Oasis Rd,King City,CA,93930,0,Monterey,,
CA-W-17379,"Indigo Wine Company, Inc.",Laumann Family Estate Wines,1010 Industrail Way,King City,CA,93930,2506,Monterey,,
CA-W-16754,"Studer Enterprises, Inc.", ,1010 Industrial Way,King City,CA,93930,0,Monterey,,
CA-W-17498,J. A. Silva, ,1010 Industrial Way,King City,CA,93930,2506,Monterey,,
CA-W-17207,"Plata Wine Partners, Llc",Plata Wine Partners,1010 Industrail Way,King City,CA,93930,2506,Monterey,,
CA-W-17594,"Bna Wine Group, Llc",Bna Wine Group,1010 Industrail Way,King City,CA,93930,2506,Monterey,,
CA-W-16606,"1-800-Wineshop.Com, Inc.",1-800-Wineshop,1010 Industrial Way,King City,CA,93930,2506,Monterey,,
CA-W-16892,"Filini Wine Company, Llc",Filini Wine Growers,1010 Industrial Way,King City,CA,93930,2506,Monterey,,
CA-W-3222,"Monterey Wine Company, Llc", ,1010 Industrial Way,King City,CA,93930,2506,Monterey,,
CA-W-15614,Oscar Ramos, ,1665 Simpson,Kingsburg,CA,93631,1111,Fresno,,
CA-W-397,Vie-Del Company, ,13363 S Indianola Ave,Kingsburg,CA,93631,9268,Fresno,,
CA-W-20001,Gregory S. & Paula F. Williams,Eden Plains Vineyards,2470 Eden Plains Rd,Knightsen,CA,94548,9800,Contra Costa,,
CA-W-15186,Robert & Brenda Busuttil,Anziano-Busuttil Vineyards,5202 Clayton Ct,La Verne,CA,91750,5919,Los Angeles,,
CA-W-16964,"Twca Psychological Services And Consulting, Inc",Deer Hill Vineyards,6 Lois Ln,Lafayette,CA,94549,3057,Contra Costa,,
CA-W-15752,"Lamorinda Winery, Inc.",Lamorinda Winery,1901 Hunsaker Canyon Rd,Lafayette,CA,94549,5731,Contra Costa,,
CA-W-3594,Marlowe Huber & Elaine Tan,Laguna Canyon Winery,2133 Laguna Canyon Rd,Laguna Beach,CA,92651,1142,Orange,,
CA-W-17076,Red Velvet Llc,The Wine Artist,21064 Bake Pkwy,Lake Forest,CA,92630,2131,Orange,,
CA-W-17092,"M&C Winery, Inc.",The Blue Door Winery,2930 Norman Strasse,Lake San Marcos,CA,92069,0,San Diego,,
CA-W-17009,Robledo Family Winery Inc,Robledo Family Winery,2970 Stone Dr,Lakeport,CA,95453,0,Lake,,
CA-W-16380,Agu Enterprises Llc, ,2676 Lakeshore Blvd,Lakeport,CA,95453,6916,Lake,,
CA-W-17368,"E. J. Olof Enterprises, Inc.",Olof Cellars,5615 Highlands Springs Rd,Lakeport,CA,95453,9350,Lake,,
CA-W-1105,"Jackson Family Wines, Inc.",Kendall-Jackson,600 Matthews Rd,Lakeport,CA,95453,9724,Lake,,
CA-W-1726,Steven F. Godde,Cameo Ranch And Winery,8539 W Avenue H,Lancaster,CA,93536,8114,Los Angeles,,
CA-W-966,Frank S. & Cyndee Jo Donato,Antelope Valley Winery,42041 20th St W,Lancaster,CA,93534,6912,Los Angeles,,
CA-W-15624,California Natural Products, ,1250 E Lathrop Rd,Lathrop,CA,95330,9709,San Joaquin,,
CA-W-16617,"Bewley-Motluk Family Limited Partnership, Ross Stuart Bewley, General Partner",Bewley-Motluk Family,2000 Bauer Rd,Laytonville,CA,95454,0,Mendocino,,
CA-W-16340,Siegrund P C Yeilding & Willow Athene Laland-Yielding, ,67442 Bell Springs Rd,Laytonville,CA,95454,0,Mendocino,,
CA-W-17557,Old Road Producers Llc,Bergin-Sipila Vineyards,59861 Bell Springs Rd,Laytonville,CA,95454,0,Mendocino,,
CA-W-15253,Ernest L. Bell Jr & Kristel J. Bell,Onemaple Vineyard,4271 Lewiston Rd,Lewiston,CA,96052,9633,Trinity,,
CA-W-16844,"Wise Villa Winery, Llc", ,4100 Wise Rd,Lincoln,CA,95648,0,Placer,,
CA-W-3522,Rancho Roble Vineyards Llc,Rancho Roble Vineyards,340 Fleming Rd,Lincoln,CA,95648,9418,Placer,,
CA-W-16732,Miramont Estate Vineyard & Winery Inc,Miramont Estate Vineyard & Winery,24849 E Milton Rd,Linden,CA,95236,0,San Joaquin,,
CA-W-17185,Reece E. Cordi And Teresa M. Cordi,Cordi Winery,10401 Ingram Ln,Live Oak,CA,95953,9581,Sutter,,
CA-W-2006,Fenestra Winery, ,83 E Vallecitos Rd,Livermore,CA,94550,0,Alameda,37.6418431,-121.7960097
CA-W-813,Chris Lagiss,Livermore Valley Cellars,1508 Wetmore Rd,Livermore,CA,94550,9640,Alameda,37.6451901,-121.7760881
CA-W-15561,Waldorf Conceptions Llc,The Crush,5937 Graham Ct,Livermore,CA,94550,0,Alameda,37.6780753,-121.7199206
CA-W-2948,Rhonda Rene' Wood & Michael James Wood,Wood Family Vineyards,7702 Cedar Mountain Rd,Livermore,CA,94550,7336,Alameda,37.654827,-121.699076
CA-W-3144,Ronald & Nancy Tenuta,Tenuta Vineyards,633 Kaltoff Commons,Livermore,CA,94550,0,Alameda,37.6295231,-121.7901841
CA-W-15346,"Steven Kent, Llc", ,5565 Tesla Rd,Livermore,CA,94550,9149,Alameda,37.6642676,-121.7253659
CA-W-235,Wente Bros., ,5565 Tesla Rd,Livermore,CA,94550,9149,Alameda,37.6642676,-121.7253659
CA-W-16499,"Foggy Bridge Winery, Llc", ,5565 Tesla Rd,Livermore,CA,94550,9149,Alameda,37.6642676,-121.7253659
CA-W-16200,Constance Joyce Davis & Daniel Eugene Davis,Red Feather Winery,5700 Greenville Rd,Livermore,CA,94550,6704,Alameda,37.6485433,-121.694541
CA-W-2494,"Garre Vineyard And Winery, Inc.",Garre Vineyard And Winery,7986 Tesla Rd,Livermore,CA,94550,9353,Alameda,37.6657331,-121.6979143
CA-W-3153,"Bodegas Aguirre, Llc", ,8580 Tesla Rd,Livermore,CA,94550,9723,Alameda,37.668937,-121.689681
CA-W-15693,"Rios Reserve Estate, Llc",Rios-Lovell Estate Winery,6500 Tesla Rd,Livermore,CA,94550,9123,Alameda,37.6663853,-121.7145094
CA-W-3240,"Quail Nest, Llc", ,8195 Crane Ridge Rd,Livermore,CA,94550,0,Alameda,37.6453216,-121.6943243
CA-W-15459,Thomas C. Doczy,John Christopher Cellars,51 E Vallecitos Rd,Livermore,CA,94550,0,Alameda,37.6400579,-121.789432
CA-W-2011,Thomas S. Coyne,Thomas Coyne Winery,51 E Vallecitos Rd,Livermore,CA,94550,0,Alameda,37.6400579,-121.789432
CA-W-3508,"Del Sol Vineyards, Llc", ,8626 Lupin Way,Livermore,CA,94550,9716,Alameda,37.6878265,-121.6874302
CA-W-15307,Sunol Ridge Ranch, ,1090 Victorine Rd,Livermore,CA,94551,6635,Alameda,37.779769,-121.801276
CA-W-16888,"Lavish Laines Winery, Llc", ,2481 Buena Vista Ave,Livermore,CA,94550,0,Alameda,37.667321,-121.7360781
CA-W-16876,"Wgg Enterprises, Llc",Nottingham Cellars,2245 S Vasco Road,Livermore,CA,94550,0,Alameda,37.6764,-121.7193616
CA-W-15461,"Page Mill Winery, Llc",Page Mill Winery,1960 S. Livermore Ave,Livermore,CA,94550,0,Alameda,37.6687227,-121.7471799
CA-W-16344,"Longevity Wines, Inc.",Longevity Wines,35 Rickenbacker Cir,Livermore,CA,94550,7212,Alameda,37.690705,-121.804323
CA-W-2947,Michael J. Eckert & Vickie K. Eckert,Eckert Acres,4444 Mines Rd,Livermore,CA,94550,9160,Alameda,37.647763,-121.718385
CA-W-15538,"Red Skye Winery, Inc.",Red Skye Wine,5143 Tesla Rd,Livermore,CA,94550,9619,Alameda,37.6642804,-121.7310292
CA-W-15245,Steven Jay Powell,Tesla Vintners,5143 Tesla Rd,Livermore,CA,94550,9619,Alameda,37.6642804,-121.7310292
CA-W-16771,"Belleg Wine Cellars, Inc.", ,633 Kalthoff Common,Livermore,CA,94550,6489,Alameda,37.6295231,-121.7901841
CA-W-16469,"E. Preston Winery, Llc",Vintagio Wines,633 Kalthoff Common,Livermore,CA,94550,6489,Alameda,37.6295231,-121.7901841
CA-W-15828,Picazo Vineyards Inc.,Picazo Vineyards,633 Kalthoff Common,Livermore,CA,94550,6489,Alameda,37.6295231,-121.7901841
CA-W-17186,One Varia Llc, ,6776 Preston Ave,Livermore,CA,94551,9430,Alameda,37.7102923,-121.7112265
CA-W-2913,Gary Nicholas Nardolillo,Winery 21,5405 Greenville Rd,Livermore,CA,94550,6702,Alameda,37.6500919,-121.6975337
CA-W-17266,Dan Baldwin,The San Francisco Bay Winery,6500 Tesla Rd,Livermore,CA,94550,0,Alameda,37.6663853,-121.7145094
CA-W-15133,"Eagle Ridge Vineyard, Llc",Eagle Ridge Vineyard,10017 Tesla Rd,Livermore,CA,94550,0,Alameda,37.654311,-121.671917
CA-W-16017,"Vsp Systems, Inc.",Deer Ridge Vineyards,1828 Wetmore Rd,Livermore,CA,94550,0,Alameda,37.6455964,-121.770132
CA-W-17144,Robert W. Taylor,Retzlaff Vineyards,1356 S Livermore Ave,Livermore,CA,94550,9506,Alameda,37.6736283,-121.7504947
CA-W-16882,"Maier Winery, Llc",Las Positas Vineyards,1828 Wetmore Rd,Livermore,CA,94550,0,Alameda,37.6455964,-121.770132
CA-W-15594,James V Mcgrail & Ginger D Mcgrail,Mcgrail Vineyards & Winery,5600 Greenville Rd,Livermore,CA,94550,6703,Alameda,37.6503396,-121.6950916
CA-W-3299,The Wine Group Llc,Concannon Vineyard,4590 Tesla Rd,Livermore,CA,94550,9002,Alameda,37.6662169,-121.7397362
CA-W-16989,"Cedar Mountain Winery, Inc.",Cedar Mountain Winery,7000 Tesla Rd,Livermore,CA,94550,9151,Alameda,37.6660357,-121.7063941
CA-W-15968,Mohan Rao Ravulapati & Surya Padma Ravulapati,Ryhan Estate Vineyards,5385 East Avenue,Livermore,CA,94550,0,Alameda,37.678961,-121.730027
CA-W-3157,"Boaventura De Caires, Inc",Boaventura Vineyards,9309 Tesla Rd,Livermore,CA,94550,9748,Alameda,37.6622242,-121.6751873
CA-W-2768,"Crooked Vine, Inc.",Stony Ridge Winery,4948 Tesla Rd,Livermore,CA,94550,9530,Alameda,37.6660804,-121.7336515
CA-W-16434,Kinney Family Vintners Llc, ,2245 S Vasco Road,Livermore,CA,94550,0,Alameda,37.6764,-121.7193616
CA-W-15842,"Les Chenes Estate Vineyards, Llc",Les Chenes Estate Vineyards,5562 Victoria Ln,Livermore,CA,94550,9732,Alameda,37.6561783,-121.6619443
CA-W-3119,Garry & Nancy Rodrigue,Rodrigue Molyneaux Winery,3053 Marina Ave,Livermore,CA,94550,9602,Alameda,37.6544685,-121.7573462
CA-W-16073,"Cuda Ridge Wines, Llc",Cuda Ridge,5385 E Avenue,Livermore,CA,94550,0,Alameda,37.6790547,-121.7508567
CA-W-15403,Ronald J. Enos And Judy D. Enos,Enos Family Vineyards,633 Kalthoff Common,Livermore,CA,94550,0,Alameda,37.6295231,-121.7901841
CA-W-3179,"Bent Creek Winery, Llc",Bent Creek Winery,5455 Greenville Rd,Livermore,CA,94550,6702,Alameda,37.6525849,-121.6966128
CA-W-15019,"Big White House, Llc",Big White House Winery,6800 Greenville Rd,Livermore,CA,94550,0,Alameda,37.6470747,-121.6956489
CA-W-565,E. & J. Gallo Winery,Leraxa Winery,18000 River Rd,Livingston,CA,95334,9516,Merced,,
CA-W-2851,"Copperford, L.L.C.",Olde Lockeford Winery,12470 Locke Rd,Lockeford,CA,95237,9701,San Joaquin,,
CA-W-3577,"Crystal Valley Cellars, Llc",Crystal Valley Cellars,16750 E State Highway 88,Lockeford,CA,95237,0,San Joaquin,,
CA-W-16817,Robert Ervin Hoffman,Mountain Ranch Wines,12470 Locke Rd,Lockeford,CA,95237,9575,San Joaquin,,
CA-W-15465,"Posadas-O'leary, Inc.",La Vida Dulce,12470 Locke Rd,Lockeford,CA,95237,9569,San Joaquin,,
CA-W-16922,"Sacramento Wine Works, Llc",Miner's Leap Winery,12470 Locke Rd,Lockeford,CA,95237,9575,San Joaquin,,
CA-W-15338,Kostas Kapiniaris,Stama Winery,12470 Locke Rd,Lockeford,CA,95237,9569,San Joaquin,,
CA-W-3526,"Leonardo Family Vineyards, Llc",Leonardo Family Vineyards,12470 Locke Rd,Lockeford,CA,95237,9701,San Joaquin,,
CA-W-15340,"Synergy Cellars, Llc", ,12470 Locke Rd,Lockeford,CA,95237,9569,San Joaquin,,
CA-W-3525,"Lodi/Lockeford Investment Group, Llc",Mokelumne Oaks Vintners,12470 Locke Rd,Lockeford,CA,95237,9701,San Joaquin,,
CA-W-3446,"Boitano Enterprises, Llc",Boitano Family Wines,12470 Locke Rd,Lockeford,CA,95237,0,San Joaquin,,
CA-W-17101,Stone Garden Vineyards Llc,Stone Garden Vineyards,,Lockeford,CA,95237,0,San Joaquin,,
CA-W-15383,Kenneth Frederick Jones,Volo Del Corvo Winery,65401 Cross Rd,Lockwood,CA,93932,0,Monterey,,
CA-W-15800,Dale G. And Margaret S. Dean,Margaret's Vineyard Winery,51500 Bradley Lockwood Rd,Lockwood,CA,93932,0,Monterey,,
CA-W-2695,"Arbor Vineyards, Inc.", ,15362 N Alpine Rd,Lodi,CA,95240,9331,San Joaquin,,
CA-W-3421,Robert P. Hartzell And Linda M. Hartzell,Harmony Wynelands,9291 E Harney Ln,Lodi,CA,95240,9432,San Joaquin,,
CA-W-15097,David Dart,D'art Wine,13299 N Curry Ave,Lodi,CA,95240,0,San Joaquin,,
CA-W-15139,John Gerard Caracciolo Jr.,Hello Wines,1205 E Vine St,Lodi,CA,95240,3176,San Joaquin,,
CA-W-2400,"Goldstone Land Company, Llc",Bear Creek Winery,11900 Furry Rd,Lodi,CA,95240,7201,San Joaquin,,
CA-W-16550,David P And Barbara J Huecksteadt,Hux Vineyards,4064 Scottsdale Rd,Lodi,CA,95240,6822,San Joaquin,,
CA-W-2885,"Watts Transportation, Llc",Watts Winery,17036 N Locust Tree Rd,Lodi,CA,95240,0,San Joaquin,,
CA-W-3018,"Dimitrios Natsis,George Natsis & Natsis Family Trust",Omega Vineyards & Winery,13731 N State Rte 88,Lodi,CA,95240,0,San Joaquin,,
CA-W-2593,"Sutter Home Winery, Inc.", ,18667 Jacob Brack Rd,Lodi,CA,95242,9185,San Joaquin,,
CA-W-3367,Jessie's Grove Winery, ,1973 W Turner Rd,Lodi,CA,95242,9677,San Joaquin,,
CA-W-2975,"Phillips Farms, Llc", ,4580 W Highway 12,Lodi,CA,95242,9529,San Joaquin,,
CA-W-16984,Patrick O'neill And David Lujan Jr.,Pondl Winery,665 W Turner Rd,Lodi,CA,95240,9643,San Joaquin,,
CA-W-15285,M Winery Llc,M Winery,873 E Pine St,Lodi,CA,95240,0,San Joaquin,,
CA-W-16486,"Donatelli Cellars, Llc",Donatelli Cellars,1220 Victor Rd,Lodi,CA,95240,813,San Joaquin,,
CA-W-16386,"Mettler & Son, Inc.",Harney Lane Winery,9010 E Harney Ln,Lodi,CA,95240,0,San Joaquin,,
CA-W-633,Stephen Juvenal Borra,Borra's Cellar,1301 E Armstrong Rd,Lodi,CA,95242,9423,San Joaquin,,
CA-W-3176,"Berghold Wine Sales, Llc",Berghold Vineyards,17343 N Cherry Rd,Lodi,CA,95240,0,San Joaquin,,
CA-W-3304,"Herman Ehlers & Sons, Inc.",E2 Family Winery,9301 W State Route 12,Lodi,CA,95242,0,San Joaquin,,
CA-W-17126,Calwd Inc.,Jeremy Wine Company,17266 Hillside Dr,Lodi,CA,95240,9752,San Joaquin,,
CA-W-17111,Kidder & Associates Incorporated,Kidder Family Winery,17266 Hillside Dr,Lodi,CA,95240,9752,San Joaquin,,
CA-W-15015,"Chateau Routon, Inc.", ,1973 W Turner Rd,Lodi,CA,95242,9677,San Joaquin,,
CA-W-16921,Kathleen Stonum And Michael Stonum,Stonum Vineyards,16400 N Alpine Rd,Lodi,CA,95240,9490,San Joaquin,,
CA-W-310,Weibel Incorporated,Weibel Champagne Vineyards,1 Winemaster Way,Lodi,CA,95240,860,San Joaquin,,
CA-W-16863,"Tri-Star Marketing, Llc",Scotto Family Cellars,220 S Cluff Ave,Lodi,CA,95240,0,San Joaquin,,
CA-W-3571,Abundance Vineyards Llc,Abundance Vineyards,1150 W Turner Rd,Lodi,CA,95242,0,San Joaquin,,
CA-W-16451,"The Dancing Fox Winery And Bakery, Inc.",The Dancing Fox Winery,203 S School St,Lodi,CA,95240,0,San Joaquin,,
CA-W-2210,"Smith-Anderson Enterprises, Inc.", ,6100 E Highway 12,Lodi,CA,95240,1111,San Joaquin,,
CA-W-15353,1075 Cellars, ,1075 W Turner Rd,Lodi,CA,95240,9673,San Joaquin,,
CA-W-15865,"Zapline, Inc.",Vmv,16475 N Locust Tree Rd,Lodi,CA,95240,9371,San Joaquin,,
CA-W-17090,"My Green Vineyards, Llc",One Way Winery,2 W Lockeford St,Lodi,CA,95240,2126,San Joaquin,,
CA-W-16856,Estate Crush Llc,Estate Crush,2 W Lockeford St,Lodi,CA,95240,2126,San Joaquin,,
CA-W-3114,"Grands Amis, Inc.",Grands Amis,2 W Lockeford St,Lodi,CA,95240,2126,San Joaquin,,
CA-W-2145,Abundance Vineyards Llc,Abundance Vineyards,6100 E Highway 12,Lodi,CA,95240,0,San Joaquin,,
CA-W-822,David Walter Lucas,Lucas Winery,18196 N Davis Rd,Lodi,CA,95242,9280,San Joaquin,,
CA-W-3038,Heather Jane Pyle, ,18196 N Davis Rd,Lodi,CA,95242,9280,San Joaquin,,
CA-W-15151,"Woodbridge Winery, Inc.",Woodbridge Beverage Company,1649 E Victor Rd,Lodi,CA,95240,805,San Joaquin,,
CA-W-15575,"Wild Heart Winery, Llc",Wild Heart Winery,Two West Lockeford St,Lodi,CA,95240,0,San Joaquin,,
CA-W-15671,"M2 Vintners, Incorporated",M2 Vintners,1376 E Turner Rd,Lodi,CA,95240,0,San Joaquin,,
CA-W-3496,"Ripken Vineyards & Winery, Inc.",Ripken Vineyards & Winery,2472 W Sargent Rd,Lodi,CA,95242,0,San Joaquin,,
CA-W-16798,"Ah Wines, Inc.", ,13731 N State Route 88,Lodi,CA,95240,0,San Joaquin,,
CA-W-3309,"Oak Ridge Winery, Llc", ,6100 E Victor Rd,Lodi,CA,95240,804,San Joaquin,,
CA-W-2668,Van Ruiten Family Winery Llc,Van Ruiten Family Winery,340 W State Route 12,Lodi,CA,95242,0,San Joaquin,,
CA-W-17141,"Toasted Toad Cellars, Llc",Toasted Toad Cellars,21 E Elm St,Lodi,CA,95240,0,San Joaquin,,
CA-W-1421,"Las Vinas Winery, Inc.", ,5573 W Woodbridge Rd,Lodi,CA,95242,9497,San Joaquin,,
CA-W-2035,Charles & Bettyann Spenker,Spenker Winery,17303 N Devries Rd,Lodi,CA,95242,9209,San Joaquin,,
CA-W-20261,Adam Mettler,Fermented Vision,15451 N Alpine Rd,Lodi,CA,95240,9331,San Joaquin,,
CA-W-2134,"Babcock Enterprises, Inc.",Babcock Vineyards,5175 E Highway 246,Lompoc,CA,93436,9613,Santa Barbara,,
CA-W-17012,"Greg Linn Wines, Llc",Greg Linn Wines,1225-1239 W Laurel Ave,Lompoc,CA,93436,5157,Santa Barbara,,
CA-W-17230,"Jalama Wines, Llc",Jalama Wines,308 N 9th St,Lompoc,CA,93436,0,Santa Barbara,,
CA-W-17274,"Forbidden Fruit Orchards,Inc.",Cebada Vineyard,308 N 9th St,Lompoc,CA,93436,0,Santa Barbara,,
CA-W-3550,"Faust Avenue, Llc",Casa Cassara Winery & Vineyard,7661 Santos Rd,Lompoc,CA,93436,9625,Santa Barbara,,
CA-W-2495,"Arcadian Winery Consulting Inc., G.P., A California Limited Partnership", ,4457 Santa Rosa Rd,Lompoc,CA,93436,0,Santa Barbara,,
CA-W-16095,"Clos Pepe Vineyards, Llc",Clos Pepe Vineyards,1269-1277 W Laurel Ave,Lompoc,CA,93436,0,Santa Barbara,,
CA-W-16239,"Ampelos Cellars, Inc.", ,1633 W Central Ave,Lompoc,CA,93436,2723,Santa Barbara,,
CA-W-17245,"Transcend Resources, Inc.",Transcendence,313 N F St,Lompoc,CA,93436,6015,Santa Barbara,,
CA-W-17462,"Sandhi Wines, Llc",Sandhi Wines,1500 E Chestnut Ct,Lompoc,CA,93436,4952,Santa Barbara,,
CA-W-2602,"Foley Estates Vineyard And Winery, Llc", ,6121 E Highway 246,Lompoc,CA,93436,9679,Santa Barbara,,
CA-W-2301,Richard R. Longoria And Diana L. Longoria,Richard Longoria Wines,1700 Industrial Way,Lompoc,CA,93436,4947,Santa Barbara,,
CA-W-17099,"Zotovich Wine Enterprises, Llc",Zf Vineyards,1500 E Chestnut Ct,Lompoc,CA,93436,4952,Santa Barbara,,
CA-W-2563,Melville Vineyards/South Llc,Melville,5185 E Highway 246,Lompoc,CA,93436,9613,Santa Barbara,,
CA-W-17088,"Tres Vinicultores San Francisco, Llc",The Central,1036 W Aviation Dr,Lompoc,CA,93436,9777,Santa Barbara,,
CA-W-17282,Ryan Ellis Roark,Roark Wine Company,1595 E Chestnut Ct,Lompoc,CA,93436,4949,Santa Barbara,,
CA-W-17035,"Palmina, Llc",Palmina,1704 Industrial Way,Lompoc,CA,93436,4968,Santa Barbara,,
CA-W-16421,Dragonette Cellars Llc,Dragonette Cellars,1633 W Central Ave,Lompoc,CA,93436,0,Santa Barbara,,
CA-W-16392,Flying Goat Cellars,Flying Goat Cellars,1251 W Laurel Ave,Lompoc,CA,93436,1111,Santa Barbara,,
CA-W-17528,J. Willett Companies,Tyler Winery,300 North 12th Street,Lompoc,CA,93436,0,Santa Barbara,,
CA-W-17585,"Monte Cristo Block Iv, Llc",Cinque Stelle Winery,7661 Santos Rd,Lompoc,CA,93436,9428,Santa Barbara,,
CA-W-2754,"Stolpman Vineyards, Llc",Stolpman Vineyards,1700 Industrial Way,Lompoc,CA,93436,4947,Santa Barbara,,
CA-W-2209,"Presidio Wines, Inc.", ,1708 Industrial Way,Lompoc,CA,93436,4969,Santa Barbara,,
CA-W-16238,"Pali Wine Company L.P., Pali Wine, Llc, G.P.",Pali Wine Company,1036 W Aviation Dr,Lompoc,CA,93436,0,Santa Barbara,,
CA-W-16284,"The Evening Land & Vineyards, Llc",The Evening Land & Vineyards,1712 Industrial Way,Lompoc,CA,93436,0,Santa Barbara,,
CA-W-16618,"D'alfonso-Curran Wine Group, Llc",D'alfonso Curran Wine Group,4457 Santa Rosa Rd,Lompoc,CA,93436,9516,Santa Barbara,,
CA-W-15286,Angela Michelle Lavie And Ariel Lavie,La Vie Vineyards,308 N 9th St,Lompoc,CA,93436,4945,Santa Barbara,,
CA-W-2959,"Davids Pinot Vineyards, Inc.",Seasmoke Cellars,1604 N O St,Lompoc,CA,93436,0,Santa Barbara,,
CA-W-17476,"Black Sheep Finds, Llc",Black Sheep Finds,1500 E Chestnut Ct,Lompoc,CA,93436,4952,Santa Barbara,,
CA-W-17461,"New Vineland, Llc",New Vineland,1500 E Chestnut Ct,Lompoc,CA,93436,0,Santa Barbara,,
CA-W-3273,"Fiddlehead Cellars, Lp",Fiddlehead Cellars,1597 E Chestnut Ave,Lompoc,CA,93436,4942,Santa Barbara,,
CA-W-16026,"Loring Wine Company, Llc",Loring Wine Company,1034 W Aviation Dr,Lompoc,CA,93436,0,Santa Barbara,,
CA-W-15790,"Sanford Winery Company, Lp Swc Management Llc, G.P.",Sanford Winery,5010 Santa Rosa Rd,Lompoc,CA,93436,1111,Santa Barbara,,
CA-W-17034,"Palmina, Llc",Palmina,1520 E Chestnut Ct,Lompoc,CA,93436,4949,Santa Barbara,,
CA-W-16357,"Samsara Wine Company, Llc",Samsara Wine Company,1500 E Chestnut Ct,Lompoc,CA,93436,4952,Santa Barbara,,
CA-W-16895,"Brewer-Clifton, Llc",Brewer-Clifton,329 N F St,Lompoc,CA,93436,6015,Santa Barbara,,
CA-W-16101,"Point Conception Wines, Llc",Point Conception Wines,1601 W Central Ave,Lompoc,CA,93436,0,Santa Barbara,,
CA-W-17361,"Casque Wines, Llc",Casque Wines,3273 Swetzer Rd,Loomis,CA,95650,0,Placer,,
CA-W-2841,"Secret Ravine Vineyards, Llc",Secret Ravine Vineyards,4390 Gold Trail Way,Loomis,CA,95650,8901,Placer,,
CA-W-17053,Michael Thomas Duarte,Duarte Family Vineyards,5860 Laird Rd,Loomis,CA,95650,0,Placer,,
CA-W-16477,David Daniel Brockman,Cristaldi Vineyards,4060 Ridge Dr,Loomis,CA,95650,0,Placer,,
CA-W-15294,"Bruno Cellars, Llc",Bruno Cellars,5676 Ridge Park Dr,Loomis,CA,95650,9400,Placer,,
CA-W-20386,"Dupont Investments, Llc",Rock Hill Winery,2970 Delmar Ave,Loomis,CA,95650,0,Placer,,
CA-W-17156,"Seal Beach Winery& Brewery, Llc",Seal Beach Winery,3387 Cerritos Ave,Los Alamitos,CA,90720,2105,Orange,,
CA-W-15185,Yurik Sarkissyan,Echmwine,3060 Glendale Blvd,Los Angeles,CA,90039,1829,Los Angeles,,
CA-W-163,"San Antonio Winery, Inc.",San Antonio Winery,737 Lamar St,Los Angeles,CA,90031,2514,Los Angeles,,
CA-W-15362,Moraga Family Company,Moraga Vineyards,1070 Moraga Dr,Los Angeles,CA,90049,1621,Los Angeles,,
CA-W-16867,"Dorsa Management Company, Llc",La Rusticana D'orsa,15680 Kennedy Rd,Los Gatos,CA,95032,6528,Santa Clara,,
CA-W-3439,Kennedy Hill Associates Llc,Kennedy Hill Vineyards,15050 Kennedy Rd,Los Gatos,CA,95032,6503,Santa Clara,,
CA-W-15068,"Testarossa Vineyards, Llc",Testarossa Vineyards,300 College Ave,Los Gatos,CA,95030,7009,Santa Clara,,
CA-W-17406,"Amari Cellars, Llc",Amari Cellars,16355 Cypress Way,Los Gatos,CA,95030,7527,Santa Clara,,
CA-W-3480,Fleming Jenkins Llc, ,300 College Ave,Los Gatos,CA,95030,0,Santa Clara,,
CA-W-15919,Los Gatos Wine Company Llc,Los Gatos Wine Company,21850 Bear Creek Rd,Los Gatos,CA,95030,9438,Santa Clara,,
CA-W-3238,Gemignani Winery,Generosa Winery,22649 Summit Rd,Los Gatos,CA,95033,0,Santa Cruz,,
CA-W-15984,"The Schaadt Wine Group, Llc",Regale Winery And Vineyards,24040 Summit Rd,Los Gatos,CA,95033,9290,Santa Cruz,,
CA-W-16066,Forty Stump Vineyards L.L.C., ,25330 Hutchinson Rd,Los Gatos,CA,95033,8375,Santa Cruz,,
CA-W-15431,"Black Ridge Winery, L.L.C.",Black Ridge Winery,18500 Black Rd,Los Gatos,CA,95033,9589,Santa Cruz,,
