Permit Number,Owner Name,Operating Name,Street,City,State,Zip,Zip4,County,Latitude,Longitude
CA-W-2875,Mccormack-Williamson Company, ,3125 E Orange St,Acampo,CA,95220,0,Orange,,
CA-W-17123,"Acquiesce Vineyard, Llc", ,22275 N Tretheway Rd,Acampo,CA,95220,9716,San Joaquin,,
CA-W-16523,"River Bluff Cellars, Inc.", ,3125 E Orange St,Acampo,CA,95220,0,San Joaquin,,
CA-W-16494,Benson Ferry Llc, ,22150 N Kennefick Rd,Acampo,CA,95220,1111,San Joaquin,,
CA-W-15589,Dancing Coyote Wines, ,3125 E Orange St,Acampo,CA,95220,0,San Joaquin,,
CA-W-16808,"Viaggio, Inc.", ,100 E Taddei Rd,Acampo,CA,95220,0,San Joaquin,,
CA-W-16471,St. Jorge Winery Llc,St. Jorge Winery,22769 N. Bender Rd,Acampo,CA,95220,0,San Joaquin,,
CA-W-15866,Carmela A. & Thomas C. Hoffman,Heritage Oak Winery,10100 E Woodbridge Rd,Acampo,CA,95220,0,San Joaquin,,
CA-W-17500,"Constellation Wines U.S., Inc.",Woodbridge Winery,5950 E Woodbridge Rd,Acampo,CA,95220,0,San Joaquin,,
CA-W-2774,"Housley Family Investments, Llc", ,22211 N Lower Sacramento Rd,Acampo,CA,95220,9436,San Joaquin,,
CA-W-3274,California Concentrate Co., ,18678 N Highway 99,Acampo,CA,95220,9557,San Joaquin,,
CA-W-16896,Willard Russell Fields,Fields Family Vineyards & Winery,3803 E Woodbridge Rd,Acampo,CA,95220,0,San Joaquin,,
CA-W-17179,"Riaza, Llc",Riaza Wines,10171 E Acampo Rd,Acampo,CA,95220,9480,San Joaquin,,
CA-W-15983,"Ehrhardt Estates Winery, Llc", ,22150 N Kennefick Rd,Acampo,CA,95220,9242,San Joaquin,,
CA-W-15986,Dragonfire Vineyards Llc,Draconis Vineyards,22150 N Kennefick Rd,Acampo,CA,95220,9242,San Joaquin,,
CA-W-3032,"R & G Schatz Farms, Inc.",Mokelumne Rim Vineyards,22150 N Kennefick Rd,Acampo,CA,95220,9242,San Joaquin,,
CA-W-16880,"Klinker Brick Winery, Inc.", ,3750 E Woodbridge Rd,Acampo,CA,95220,9469,San Joaquin,,
CA-W-2976,Timothy Robert Holdener,Macchia,7099 E Peltier Rd,Acampo,CA,95220,0,San Joaquin,,
CA-W-15653,"Langetwins Wine Company, Inc.",Langetwins Wine Estates,1525 E Jahant Rd,Acampo,CA,95220,0,San Joaquin,,
CA-W-20059,Smith & Hook Winery,Cycles Winery,3750 E Woodbridge Rd,Acampo,CA,95220,9469,San Joaquin,,
CA-W-17414,"Agua Dulce Winery, Llc", ,9640 Sierra Hwy,Agua Dulce,CA,91390,4622,Los Angeles,,
CA-W-17590,Continental Ventures Group Trust, ,10262 Sierra Hwy,Agua Dulce,CA,91390,4628,Los Angeles,,
CA-W-15089,"Awesome Oil, Llc", ,46780 Hwy 371,Aguanga,CA,92536,9785,Riverside,,
CA-W-16927,"Ehrenberg Cellar, Llc",Ehrenberg Cellars,2301 Monarch St,Alameda,CA,94501,0,Alameda,,
CA-W-15349,"Cdk Wines, Llc",Carica Wines,2301 Monarch St,Alameda,CA,94501,7509,Alameda,,
CA-W-17048,"Joseph Gary Cellars, Llc",Joseph Gary Cellars,2301 Monarch St,Alameda,CA,94501,7509,Alameda,,
CA-W-16889,R & B Cellars Inc., ,2301 Monarch St,Alameda,CA,94501,7509,Alameda,,
CA-W-15513,"Irish Monkey Cellars, Llc", ,1221 Sherman St,Alameda,CA,94501,3937,Alameda,,
CA-W-1515,Diageo Chateau & Estate Wines Company,Rosenblum Cellars,2900 Main St,Alameda,CA,94501,0,Alameda,,
CA-W-16594,"Rock Wall Wine Company, Inc.", ,2301 Monarch St,Alameda,CA,94501,7509,Alameda,,
CA-W-17091,"J Eppler Wines, Llc",John Robert Eppler Wines,2301 Monarch St,Alameda,CA,94501,7509,Alameda,,
CA-W-20378,"Russian Ridge Winery, Llc", ,2301 Monarch St,Alameda,CA,94501,0,Alameda,,
CA-W-16341,Timothy Lee Petersen,Rock Canyon Vineyards,3355 Emmanuel Way,Alpine,CA,91901,3494,San Diego,,
CA-W-15905,Wayne Kellio,Carveacre Vineyard,3674 Emmanuel Way,Alpine,CA,91901,3499,San Diego,,
CA-WS-15009,Alan Robert Tibbetts & Janine Biane Tibbetts,Rancho De Philo,10050 Wilson Ave,Alta Loma,CA,91737,2314,San Bernardino,,
CA-W-20158,"Feist Wines, Llc", ,14467 State Highway 49,Amador City,CA,95601,0,Amador,,
CA-W-20158,"Feist Wines, Llc", ,14467 State Highway 49,Amador City,CA,95601,0,Amador,,
CA-W-20157,Wine Tree Farm Llc, ,14467 State Hwy 49,Amador City,CA,95601,0,Amador,,
CA-W-15499,Four Bears Winery Llc,Four Bears Winery,205 Jim Oswalt Way,American Canyon,CA,94503,0,Napa,,
CA-W-16147,Mas Wine Company Llc,Mas Wine Co.,205 Jim Oswalt Way,American Canyon,CA,94503,9695,Napa,,
CA-W-2748,Greenfield Wine Company,Cartlidge & Browne Winery,205 A Jim Oswalt Way,American Canyon,CA,94503,0,Napa,,
CA-W-16797,Purple Wine Production Company,Sonoma Wine Company,205 Jim Oswalt Way,American Canyon,CA,94503,9624,Napa,,
CA-W-15170,"Heron Wines, Inc.",Heron Wines,205 A Jim Oswalt Way,American Canyon,CA,94503,0,Napa,,
CA-W-15861,"Plata Wine Partners, Llc",Plata Wine Partners,250 A Jim Oswalt Way,American Canyon,CA,94503,0,Napa,,
CA-W-15798,Donald D. Berdahl Ii, ,205 A Jim Oswalt Way,American Canyon,CA,94503,0,Napa,,
CA-W-15806,Dean Thomas Hart,Rigart Garage Winery,89 Donaldson Way,American Canyon,CA,94503,4230,Napa,,
CA-WS-20006,Jaguar Properties Corporation,Groskopf Warehouse & Logistics,801 Hanna Dr,American Canyon,CA,94503,0,Napa,,
CA-W-3424,The Hess Collection Winery, ,1166 Commerce Blvd,American Cyn,CA,94503,0,Napa,,
CA-W-16484,Oc Custom Wine Inc,Oc Custom Wine,1211 N Las Brisas St,Anaheim,CA,92806,1823,Orange,,
CA-W-17193,"Prospect 772 Wine Company, Inc.",Prospect 772 Wine Company,772 Appaloosa Way,Angels Camp,CA,95222,9646,Calaveras,,
CA-W-15960,"Chiarella Wines, L.L.C.",Chiarella Wines,3136 Meacham Ranch Rd,Angels Camp,CA,95222,0,Calaveras,,
CA-W-15080,"Robert Foley, Llc",Robert Foley Winery,1300 Summit Lake Dr,Angwin,CA,94508,0,Napa,,
CA-W-16493,"Jackson Family Wines, Inc.",La Jota Winery,1102 Las Posadas Rd,Angwin,CA,94508,9607,Napa,,
CA-W-1159,"Dunn Vineyards, Llc", ,805 White Cottage Rd N,Angwin,CA,94508,9616,Napa,,
CA-W-2937,"Chiarello Family Vineyards, Llc",Chiarello Family Vineyards,2075 Summit Lake Dr,Angwin,CA,94508,0,Napa,,
CA-W-16870,Capture Wines Llc, ,335 West Ln,Angwin,CA,94508,9606,Napa,,
CA-W-16959,"W. G. Best Weinkellerei, Inc",Montesquieu Winery,335 West Ln,Angwin,CA,94508,9606,Napa,,
CA-W-16149,"Villa Encinal Partners, L.P., Airell Wines, Inc., Gp, Moswen Llc, Gp",Cade Winery,360 Howell Mountain Rd,Angwin,CA,94508,0,Napa,,
CA-W-16546,Duckhorn Wine Company, ,3000 Summit Lake Dr,Angwin,CA,94508,0,Napa,,
CA-W-17370,"J. Peterson Family Wine Company, Llc",Switchback Ridge,1300 Summit Lake Dr,Angwin,CA,94508,9774,Napa,,
CA-W-16041,"Five Vines, Llc", ,2075 Summit Lake Dr,Angwin,CA,94508,9778,Napa,,
CA-W-17560,"Mount Veeder Springs, Llc",Pulido Walker Cellars,2075 Summit Lake Dr,Angwin,CA,94508,9778,Napa,,
CA-W-16918,Harris Estate Vineyards & Winery Llc,Harris Estate Vineyards & Winery,2075 Summit Lake Dr,Angwin,CA,94508,9778,Napa,,
CA-W-16756,Schrader Cellars Llc,Schrader Cellars,2075 Summit Lake Dr,Angwin,CA,94508,9778,Napa,,
CA-W-15906,Gts Vineyards Llc,Gts Vineyards,2075 Summit Lake Dr,Angwin,CA,94508,9778,Napa,,
CA-W-15943,"Howell Mountain Vineyard Company, Llc",Bravante Vineyards,330 Stoneridge Rd,Angwin,CA,94508,9635,Napa,,
CA-W-20342,Spence Vineyards Llc, ,994 White Cottage Rd N,Angwin,CA,94508,9617,Napa,,
CA-W-3483,William H. Smith & Joan A. Smith,Piedra Hill Vineyard,1181 Las Posadas Rd,Angwin,CA,94508,9610,Napa,,
CA-W-2258,"Jones Family Winery, Llc",Jones Family Winery,2075 Summit Lake Dr,Angwin,CA,94508,9778,Napa,,
CA-W-3523,"Outpost Wines, Llc",Outpost Wines,2075 Summit Lake Dr,Angwin,CA,94508,9778,Napa,,
CA-W-3055,"Robert Craig Winery, Lp, Mes Amis Vintners, Gp", ,2475 Summit Lake Dr,Angwin,CA,94508,9782,Napa,,
CA-W-3084,"Diamond Terrace Vineyards, Llc",Diamond Terrace,2075 Summit Lake Dr,Angwin,CA,94508,0,Napa,,
CA-W-2843,"Ladera Winery, Llc",Ladera Winery,150 White Cottage Rd S,Angwin,CA,94508,9615,Napa,,
CA-W-16564,"White Cottage Ranch, Llc",White Cottage Ranch,555 College Ave,Angwin,CA,94508,9728,Napa,,
CA-W-15351,"Ackerman Family Vineyards, Llc",Ackerman Family,716 Liparita Rd,Angwin,CA,94508,0,Napa,,
CA-W-17435,"Domaine Beau-Soleil, Llc",Rarecat Wines,335 West Lane,Angwin,CA,94508,9606,Napa,,
CA-W-2824,"Neal Family Vineyards, Llc",Neal Family Vineyards,716 Liparita Rd,Angwin,CA,94508,9605,Napa,,
CA-W-15389,James Kellogg Wheat,29 Songs,716 Liparita Rd,Angwin,CA,94508,9605,Napa,,
CA-W-3085,O'shaughnessy Del Oso Llc, ,1150 Friesen Dr,Angwin,CA,94508,0,Napa,,
CA-W-15578,"Summit Lake Vineyards & Winery, Llc",Summit Lake Vineyards,2000 Summit Lake Dr,Angwin,CA,94508,9778,Napa,,
CA-W-2124,Jerre Jay Sears & Joyce Doris Sears, ,2615 Summit Lake Dr,Angwin,CA,94508,9788,Napa,,
CA-W-16913,"Lail Vineyards, Llc",Lail Vineyards,335 West Ln,Angwin,CA,94508,9606,Napa,,
CA-W-16476,"Arkenstone Vineyards, Llc",Arkenstone Vineyards,335 West Ln,Angwin,CA,94508,9606,Napa,,
CA-W-20010,Diamond Vine Llc,Padis Vineyards,1300 Summit Lake Dr,Angwin,CA,94508,0,Napa,,
CA-W-20382,Aha Partners Llc,Memento Mori,335 West Ln,Angwin,CA,94508,9606,Napa,,
CA-W-1456,"Basil H., Barbara G., Aron J., & Nicholas A. Scalabrini",Annapolis Winery,26055 Soda Spring Rd,Annapolis,CA,95412,9728,Sonoma,,
CA-W-15191,Brian Alex Nicholson,Nicholson Vineyards,2800 Pleasant Valley Rd,Aptos,CA,95003,9785,Santa Cruz,,
CA-W-15146,Craig Handley And Cathy Handley,Pleasant Valley Vineyards,600 Pleasant Valley Rd,Aptos,CA,95003,9710,Santa Cruz,,
CA-W-16562,Peter Thibodeau,Thibodeau Vineyard,431 Coyote Ridge Rd,Aptos,CA,95003,9771,Santa Cruz,,
CA-W-1433,Salamandre Wine Cellars, ,108 Don Carlos Dr,Aptos,CA,95003,2912,Santa Cruz,,
CA-W-3037,"Curtis & David, Inc.",Curtis & David Winemakers,1800 Q St,Arcata,CA,95521,9502,Humboldt,,
CA-W-2506,Robert H. Goodman,Robert Goodman Wines,180 Nature Ln,Arcata,CA,95521,9043,Humboldt,,
CA-W-1956,Daryl A. Mason,Nature's Vine,819 J St,Arcata,CA,95521,6131,Humboldt,,
CA-W-3158,"Trinity Valley Vineyards, Llc",Trinity Valley Vineyards,1780 27th St,Arcata,CA,95521,5004,Humboldt,,
CA-W-17168,Grateful Grounds Llc,California Custom Cellars,550 S G St,Arcata,CA,95521,2601,Humboldt,,
CA-W-2796,"Ed Oliveira Winery, Llc",Ed Oliveira Winery,155 Center St,Arcata,CA,95521,6077,Humboldt,,
CA-W-1435,Talley Vineyards, ,3031 Lopez Dr,Arroyo Grande,CA,93420,4999,San Luis Obispo,,
CA-W-2342,"Laetitia Vineyard And Winery, Inc.",Laetitia Vineyard And Winery,453 Laetitia Vineyard Dr,Arroyo Grande,CA,93420,0,San Luis Obispo,,
CA-W-15192,Ortman Family Vineyards Llc,Ortman Family Vineyards,2195 Corbett Canyon Rd,Arroyo Grande,CA,93420,0,San Luis Obispo,,
CA-W-16979,Baker And Brain Wines Llc,Baker And Brain,2195 Corbett Canyon Rd,Arroyo Grande,CA,93420,1111,San Luis Obispo,,
CA-W-15264,Douglas D. Timewell,Toucan Wines,3850 Acre Wood Pl,Arroyo Grande,CA,93420,6100,San Luis Obispo,,
CA-W-3322,Salisbury Vineyards, ,2195 Corbett Canyon Rd,Arroyo Grande,CA,93420,1111,San Luis Obispo,,
CA-W-2309,"Kynsi Wines, Inc.", ,2212 Corbett Canyon Rd,Arroyo Grande,CA,93420,4918,San Luis Obispo,,
CA-W-17163,"Henson Wines, Llc", ,2195 Corbert Canyon Rd,Arroyo Grande,CA,93420,4974,San Luis Obispo,,
CA-W-16638,Corbett Vineyards Llc, ,2195 Corbett Canyon Rd,Arroyo Grande,CA,93420,4974,San Luis Obispo,,
CA-W-17328,Maurice & Susan Wedell,Wedell Cellars,2195 Corbett Canyon Rd,Arroyo Grande,CA,93420,4974,San Luis Obispo,,
CA-W-17172,Brian & Stephanie Terrizzi,Giornata,2195 Corbett Canyon Rd,Arroyo Grande,CA,93420,4974,San Luis Obispo,,
CA-W-17020,Slo Wine Storage,Slo Wine Studio,2195 Corbett Canyon Rd,Arroyo Grande,CA,93420,4974,San Luis Obispo,,
CA-W-16789,"Valor Wine Co., Llc",Sinor-Lavallee,2195 Corbett Canyon Rd,Arroyo Grande,CA,93420,4974,San Luis Obispo,,
CA-W-1138,William Scollay Greenough & Nancy Patterson Greenough,Saucelito Canyon Vineyard,1600 Saucelito Creek Rd,Arroyo Grande,CA,93420,6908,San Luis Obispo,,
CA-W-1891,"Alban Vineyards, Inc.",Alban Vineyards,8575 Orcutt Rd,Arroyo Grande,CA,93420,6942,San Luis Obispo,,
CA-W-17600,Kevin Christopher Law,Luminesce,2195 Corbett Canyon Rd,Arroyo Grande,CA,93420,4974,San Luis Obispo,,
CA-W-20030,"Beck Ag Operations, Inc.",Beck Vineyards And Winery,2195 Corbett Canyon Rd,Arroyo Grande,CA,93420,4974,San Luis Obispo,,
CA-W-2652,George T. Palmer,Frog Pond Mountain Winery,13400 Old Morro Rd,Atascadero,CA,93422,2019,San Luis Obispo,,
CA-W-3623,Stuart Goldman,Frolicking Frog,14490 San Miguel Rd,Atascadero,CA,93422,1602,San Luis Obispo,,
CA-W-20361,Vian Estates Llc,Vian Estates,22406 Hidden Ranch Rd,Auburn,CA,95602,8551,Nevada,,
CA-W-16433,Lisa Reagan Mann,Fortezza Winery,10555 Harris Rd,Auburn,CA,95603,0,Placer,,
CA-W-17443,Bonitata Boutique Wine Corporation,Bonitata Boutique Wine,291 Auburn Folsom Rd,Auburn,CA,95603,5039,Placer,,
CA-W-15087,"Vina Castellano, Llc",Vina Castellano,4590 Bell Rd,Auburn,CA,95602,9223,Placer,,
CA-W-15081,"Fawnridge Winery, Inc.",Fawnridge Winery,5560 Fawnridge Rd,Auburn,CA,95602,9213,Placer,,
CA-W-16218,Lynda Lee Taylor,Mt. Vernon Winery,10850 Mount Vernon Rd,Auburn,CA,95603,9763,Placer,,
CA-W-15965,"Lone Buffalo Vineyards, Llc",Lone Buffalo Vineyards,2682 Burgard Ln,Auburn,CA,95603,9464,Placer,,
CA-W-17324,Zane Ray Dobson And Pamela Jean Dobson,Paza Vineyard & Winery,3357 Ayres Holmes Rd,Auburn,CA,95602,9747,Placer,,
CA-W-2769,Charles Blaine Green & Marcella V. Green,Green Family Winery,3420 Pine Ridge Ln,Auburn,CA,95603,9731,Placer,,
CA-W-16702,Terminal Velocity Inc,Pruett Vineyard,2955 Slade Ridge Rd,Auburn,CA,95603,7732,Placer,,
CA-W-16764,"Business Index Group, Inc.",Amour Prive,9630 Miracle Dr,Auburn,CA,95602,7824,Placer,,
CA-W-16858,Tod And Alyse Hickman,Hickman Family Vineyards,77 Orange Ave,Bangor,CA,95914,0,Butte,,
CA-W-16775,Old World Spirits Llc,Old World Spirits,121 Industrail Rd,Belmont,CA,94002,8208,San Mateo,,
CA-W-15018,"A Donkey And Goat, Llc",A Donkey And Goat,1340 5th St,Berkeley,CA,94710,0,Alameda,,
CA-W-15372,Alexander J. Verhage,Eno Wines,805 Camelia St,Berkeley,CA,94710,1417,Alameda,,
CA-W-15222,William T. Galarneau,Adams Point Winery,2413 Fourth St,Berkeley,CA,94710,2403,Alameda,,
CA-W-1945,"Takara Sake Usa, Inc.",Takara Sake Usa,708 Addison St,Berkeley,CA,94710,1925,Alameda,,
CA-W-20341,"Urbano Wines, Llc",Urbano Cellars,2323 B 4th St,Berkeley,CA,94710,2437,Alameda,,
CA-W-1110,Sean Haley Thackrey,Thackrey & Co.,240 Overlook Dr,Bolinas,CA,94924,9768,Marin,,
CA-W-16836,Deer Meadows Winery Corp,Deer Creek Winery,16125 Deer Meadows Rd,Boonville,CA,95415,0,Mendocino,,
CA-W-17026,"Come Together, Llc",Breggo Cellars,11001 Highway 128,Boonville,CA,95415,9118,Mendocino,,
CA-W-17411,A. Dean Carrell & Suzanne Arago Carrell,Roma's Vineyard,8101 Peachland Road,Boonville,CA,95415,0,Mendocino,,
CA-W-16243,"Foursight Wines, Inc.", ,14475 Highway 128,Boonville,CA,95415,1111,Mendocino,,
CA-W-3513,Elke Vineyards Llc,Elke Vineyards,12351 Highway 128,Boonville,CA,95415,0,Mendocino,,
CA-W-15014,Big Basin Vineyards Llc,Big Basin Vineyards,830 Memory Ln,Boulder Creek,CA,95006,4914,Santa Clara,,
CA-W-1152,Ahlgren Vineyard, ,20320 Highway 9,Boulder Creek,CA,95006,9008,Santa Cruz,,
CA-W-545,Paul C. & Marjorie Staiger,P And M Staiger,1300 Hopkins Gulch Rd,Boulder Creek,CA,95006,8632,Santa Cruz,,
CA-W-3398,Minton & Manisse Newell Trustee Newell Family Trt (COMMENTS),Newell Vineyards,51210 Bradley-Lockwood Rd,Bradley,CA,93426,0,Monterey,,
CA-W-16242,Kenneth Duane Wolgamott & Brenda Anne Wolgamott,Black Diamond Cellars,51210 Bradley-Lockwood Rd,Bradley,CA,93426,0,Monterey,,
CA-W-16474,"Hannah Nicole Vineyards, Inc.",Hannah Nicole Vineyards,6700 Balfour Rd,Brentwood,CA,94513,0,Contra Costa,,
CA-W-15606,"Pamela S. Welch, Thomas Frederick",Capay Valley Vineyards,19558 Ranch Rd,Brooks,CA,95606,0,Yolo,,
CA-W-2840,"Lucas And Lewellen Vineyards, Inc.",Lucas And Lewellen Vineyards,"132 Easy Street Units B, C-2 & C-3",Buellton,CA,93427,9561,Santa Barbara,,
CA-W-16788,Standing Sun Wines Inc,Standing Sun Cellars,92 Second St,Buellton,CA,93427,0,Santa Barbara,,
CA-W-3149,Zarif Companies, ,35 Industrial Way,Buellton,CA,93427,9565,Santa Barbara,,
CA-W-17481,"Apl Wines, Llc",Indulge Wines,35 Industrial Way,Buellton,CA,93427,9565,Santa Barbara,,
CA-W-17037,Michael John Altman And Wendy Kay Altman,Altman Winery,35 Industrial Way,Buellton,CA,93427,9565,Santa Barbara,,
CA-W-16324,"Terravant Wine Company, Llc",Terravant Wine Company,35 Industrial Way,Buellton,CA,93427,9565,Santa Barbara,,
CA-W-15639,"Ken Brown Wines, Llc",Ken Brown Wines,35 Industrial Way,Buellton,CA,93427,9565,Santa Barbara,,
CA-WS-15027,"Terravant Wine Company, Llc",Terravant Wine Company,"57, 59, 70 Industrial Way",Buellton,CA,93427,0,Santa Barbara,,
CA-W-16654,"Huber Cellars, Llc",Huber Cellars,35 Industrial Way,Buellton,CA,93427,9565,Santa Barbara,,
CA-W-16093,"East Valley Wines, Llc",East Valley Wines,55 Los Padres Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-15163,"Vineoaks, Llc",Royal Oaks Winery,55 Los Padres Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-15196,"Cool Hand Vineyards, Llc", ,63 Thomas Rd,Buellton,CA,93427,9657,Santa Barbara,,
CA-W-16955,Ertugrul Sevtap,Sevtap Winery,100 Los Padres Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-16132,"Alere Vineyards & Winery, Inc.",Alere Vineyards,35 Industrial Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-2742,"Westerly Vineyards, Llc",Westerly Vineyards,35 Industrial Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-15691,Lino Garcia,Cleb Wines,100 Los Padres Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-2773,Santa Barbara Winery,Lafond Winery And Vineyards,6855 Santa Rosa Rd,Buellton,CA,93427,9420,Santa Barbara,,
CA-W-16968,"Et Wines, Llc",Triune,100 Los Padres Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-16988,Charles Otto Schetter & Karen Renee Schetter, ,35 And 70 Industrial Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-16108,"Quinta Santa Rosa, Llc",Prodigal Wines,92 Second St,Buellton,CA,93427,0,Santa Barbara,,
CA-W-17572,Etienne Terlinden,Etienne Terlinden,73 Industrial Way,Buellton,CA,93427,9596,Santa Barbara,,
CA-W-17074,"Bella Cavalli, Llc",Bella Cavalli Farms & Winery,35 Industrial Way,Buellton,CA,93427,9565,Santa Barbara,,
CA-W-16849,"William Henry Staeger, Jr.",The Staeger Wine Company,35 Industrial Way,Buellton,CA,93427,9565,Santa Barbara,,
CA-W-16485,"Kelly Family Wines, Inc.",Pacific Ridge Vineyards,35 Industrial Way,Buellton,CA,93427,9565,Santa Barbara,,
CA-W-17334,Coghlan Vineyard Llc,Coghlan Vineyard,35 Industrial Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-15359,H And H Wines,Carivintas Wines,35 Industrial Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-16353,Rosenson-Van Tonder Wine Creations Inc., ,35 And 70 Industrial Way,Buellton,CA,93427,9565,Santa Barbara,,
CA-W-16912,"Futurewine, Llc",Mercy Vineyards,35 And 70 Industrial Way,Buellton,CA,93427,9565,Santa Barbara,,
CA-W-15603,"Tensley Wine, Inc.",Tensley Wine,100 Los Padres Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-15460,"Alma Rosa Winery & Vineyards, Llc",Alma Rosa Winery & Vineyards,37 Industrail Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-15001,"Lucas And Lewellen Vineyards, Inc",Mandolina Vineyards,132 Easy St,Buellton,CA,93427,0,Santa Barbara,,
CA-W-15064,"Ovene Winery, Inc.", ,35 Industrial Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-3400,Hartley Ostini Llc,Hartley Ostini Vintners,35 Industrial Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-16953,"State Street Ventures, Llc",State Street Winery,35 & 70 Industrial Way,Buellton,CA,93427,9565,Santa Barbara,,
CA-W-16520,Randolph Mitchell Pace & Kathryn Elizabeth Pace,Passages Vineyard & Winery,35 & 70 Industrial Way,Buellton,CA,93427,9565,Santa Barbara,,
CA-W-15572,Paolo Barbieri,Barbieri Wine Company,100 Los Padres Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-906,William Millard Mosby,Mosby Winery,9496 Santa Rosa Rd,Buellton,CA,93427,9443,Santa Barbara,,
CA-W-16768,"Tommy Town Thoroughbreds & Vineyards, Llc", ,35 And 70 Industrial Way,Buellton,CA,93427,9535,Santa Barbara,,
CA-W-15330,Cold Heaven Cellars Llc,Cold Heaven Cellars,92 Second St,Buellton,CA,93427,9470,Santa Barbara,,
CA-W-1903,Santa Ynez Wine Corp.,Austin Cellars,90 Easy St,Buellton,CA,93427,9566,Santa Barbara,,
CA-W-2239,Santa Ynez Wine Corp.,Arthur Earl,90 Easy St,Buellton,CA,93427,9566,Santa Barbara,,
CA-W-15823,"Wine Muse, Inc.",Paige 23 Wines,90 Easy St,Buellton,CA,93427,9566,Santa Barbara,,
CA-W-16187,Sol Weatherford Courtney,I Wonder Wines,100 Los Padres Way,Buellton,CA,93427,9580,Santa Barbara,,
CA-W-17118,Victor L Gallegos,The Eqwinerie,37 Industrial Way,Buellton,CA,93427,9584,Santa Barbara,,
CA-W-16576,"Paramount Panels, Inc.", ,35 & 70 Industrial Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-16022,Sort This Out Cellars Llc,Sort This Out Cellars,35 & 70 Industrial Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-16496,Daniel F. Reeves,Reeves Ranch Vineyard,35 & 70 Industrial Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-16521,Alan Richard Phillips,Kerr E. Nation Wine Company,35 & 70 Industrial Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-16482,"Imagine Wine, Llc",Imagine Wine,35 & 70 Industrial Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-3312,"Daniel Gehrs Wines, Llc",Daniel Gehrs Wines,35 & 70 Industrial Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-15987,Christopher E. Marks & Kristi A. Marks,Sweeney Canyon Vineyard,90 Easy St,Buellton,CA,93427,9566,Santa Barbara,,
CA-W-20220,"Ferguson Crest, Inc.", ,100 Los Padres Way,Buellton,CA,93427,9580,Santa Barbara County,,
CA-W-20121,"Vincent Vineyards, Llc",Vincent Vineyards,35 Industrial Way,Buellton,CA,93427,9565,Santa Barbara,,
CA-W-20298,Carivintas Winery Llc, ,55 Los Padres Way,Buellton,CA,93427,9581,Santa Barbara,,
CA-W-20372,"Margerum Wine Company, Inc.", ,59 Industrial Way,Buellton,CA,93427,0,Santa Barbara,,
CA-W-20272,Sonja Magdevski,Casa Dumetz,100 Los Padres Way,Bulleton,CA,93427,9580,Santa Barbara County,,
CA-W-16673,"Dodasa Ranch Winery, Inc.",Dodasa Ranch Winery,5059 Carol Ln,Burson,CA,95225,0,Calaveras,,
CA-W-1124,Ralph E. Wermuth,Wermuth Winery,3942 Silverado Trl,Calistoga,CA,94515,9611,Napa,,
CA-W-16516,Brooks And Doherty Llc, ,1715 N Oak St,Calistoga,CA,94515,1118,Napa,,
CA-W-15737,"Risa Wines, Llc",Terisa,1618 Cedar St,Calistoga,CA,94515,1508,Napa,,
CA-W-16532,Nile B. Zacherle & Whitney B. Fisher,Zacherle,1501 Cedar St,Calistoga,CA,94515,1611,Napa,,
CA-W-16350,Rios Wine Company Llc,Rios Wine Company,3070 Old Lawley Toll Rd,Calistoga,CA,94515,9728,Napa,,
CA-W-1927,Oat Hill Corporation,Dutch Henry Winery,4300 Silverado Trl,Calistoga,CA,94515,9603,Napa,,
CA-W-17060,"Kenefick Ranches Winery, Llc",Kenefick Ranch Winery,4550 Silverado Trail N,Calistoga,CA,94515,9647,Napa,,
CA-W-2112,"James L. Barrett And Vendange Wine Merchants, Inc. (G.P.); Cm Associates L.P.",Chateau Montelena,1429 Tubbs Ln,Calistoga,CA,94515,9726,Napa,,
CA-W-20407,"Mutt Lynch Winery, Inc.",Mutt Lynch Winery,1471 First St,Calistoga,CA,94515,1410,Napa,,
CA-W-1846,"Holopono, Inc.",Araujo Estate Wines,2155 Pickett Rd,Calistoga,CA,94515,1804,Napa,,
CA-W-16461,"Casey Flat Estates, Llc",Casey Flat Estates,4550 Silverado Trl,Calistoga,CA,94515,9647,Napa,,
